pollutant,per_capita_emissions,per_capita_gdp,gdp,year_first,year_last,main_data,include_1a2,include_bio,include_uk,include_aviation,balanced_panel,gaps_in_years,damage_est_source,scp,time_var_damages,ets_start_year,treatment_timing,ensure_common,unit_of_analysis,donor_countries,donor_sectors,treat_countries,treat_sectors,leave_one_out,country_to_leave_out,covariates,min_t0,inference,alpha,estimator,cv,r,em,criterion,n_problematic_units,y,d,samet0,n_t,n_t_post,index,n,ntr,nco,id_tr,id_co,n_removed,r_cv,sigma2,ic,pc,mspe,att_avg,att_low,att_high,att_p,att_avg_ci_low_high,eff,eff_mon,eff_y_mon,eff_per_tr,eff_per_tot,emissions_tr,emissions_tot,spec_id,date_time
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,Denmark,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Austria + Belgium + Cyprus + Czechia + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00270281737978187,-3.626853734171932,0.01144373078857453,0.00641964890062349,-13.478533786279634,-24.7346955322328,-0.5389778370210152,0.04175399144383007,"-13.48 [-24.73, -0.54]",-4423847.57280357,61.383667784160544,NA,-12.1,-2.4,36536273.93662606,182337495.6194608,310b74f7-9888-446a-a6b9-dd971d9574c5,2023-11-15 13:11:57.866873
nox,FALSE,FALSE,constant,1990,2018,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00237897259031281,-3.735072964123758,0.01068249079107968,0.00695091943136071,-11.906388872533912,-22.898605543693627,0.6529697186619554,0.06228632958239077,"-11.91 [-22.9, 0.65]",-3853092.6224125954,53.464083828250985,NA,-11.6,-2.4,33198473.48347087,163038731.8018001,39d89da4-5755-4f5f-9b9a-e5b5816ee2cb,2023-11-15 13:20:38.71558
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,Lithuania,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00269349114602706,-3.643290678761274,0.01141047121633121,0.00761892200088307,-16.183042787470303,-28.169312637359624,-2.1966436030385283,0.0249578006226836,"-16.18 [-28.17, -2.2]",-4845533.3955949955,67.2348238263917,NA,-13.1,-2.6,36852277.22565209,184454616.54319867,4b79340f-0173-4780-984e-f9780c65e4dd,2023-11-15 13:09:08.076286
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,United Kingdom,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden,0,4,0.002814511756299,-3.591570846325802,0.01191925835305059,0.00839534816349538,-13.612839072260352,-25.75197196882989,0.5109734365234653,0.05822554576135408,"-13.61 [-25.75, 0.51]",-3608140.4656464816,50.06521857204691,NA,-11.4,-2.1999999999999997,31523397.5897137,160904318.34750888,4c0e7180-81eb-49e6-b6b6-bef9ec712aae,2023-11-15 13:16:26.413165
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,Sweden,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + United Kingdom,0,4,0.002701211205982,-3.627448169905081,0.01143693024751582,0.00807322713324998,-15.184494085696032,-26.348872442149307,-2.3277676523156487,0.02219363716688471,"-15.18 [-26.35, -2.33]",-4456481.367370299,61.83648221125238,NA,-12.2,-2.5,36640706.18011239,180886222.37042412,4e20f771-5aff-4cf6-b4fb-cf942905c7d2,2023-11-15 13:16:04.922057
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,Finland,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00279752321313229,-3.5924139781522753,0.01184471535714987,0.00795340893423196,-18.684555261928622,-28.67332759051261,-7.296929331153979,0.00198135826030299,"-18.68 [-28.67, -7.3]",-6250252.973400841,86.72619157243156,NA,-17.299999999999997,-3.4000000000000004,36029193.500278234,182487529.67403272,5120ff29-50bb-4260-ba94-69c64ace1c4b,2023-11-15 13:12:22.221235
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,Austria,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00279688522109056,-3.5926420601924027,0.0118420140983725,0.00794353715332233,-14.294236367545732,-26.11824628929884,-0.5779160496810265,0.04170171954963918,"-14.29 [-26.12, -0.58]",-4368376.53998929,60.61397231118607,NA,-12,-2.4,36551376.84279527,182297115.4316124,56de24bc-bdf0-45ab-bce8-2ea886da3ee1,2023-11-15 13:11:08.702029
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,carbon_pricing_dummy + log_gdp + log_gdp_2 + log_renew_elec,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00277509768188737,-3.620803732046639,0.01123125359028672,0.00929364137937913,-15.856714912942238,-29.0503884059903,-0.2095675201743807,0.04724774400916454,"-15.86 [-29.05, -0.21]",-5175143.033552177,71.8083648858091,NA,-14.000000000000002,-2.8000000000000003,37045000.90465209,185625941.36959833,592277a8-c3df-4cc3-8d16-7bca2678fc5f,2023-11-15 13:33:27.025086
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,Hungary,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00279033411063143,-3.597595891769628,0.01181557395349264,0.00818812489880218,-14.65149392302566,-26.781396376376044,-0.5120675748447767,0.04280541959097528,"-14.65 [-26.78, -0.51]",-4786784.625984804,66.41964769359498,NA,-13.1,-2.6,36554737.07542897,183297516.7225077,5eebe880-8b5e-4382-a297-98ee97834247,2023-11-15 13:08:20.974273
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,Latvia,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00223609364252105,-3.8293984208339262,0.00947279228396296,0.00881074503010394,-15.018198869393062,-25.99301709319328,-2.4158769923614987,0.02107727445861873,"-15.02 [-25.99, -2.42]",-6278827.691353579,87.12268375824289,NA,-17,-3.4000000000000004,36954677.887363,184632195.7996415,66d0875d-c0a4-408c-b81e-9ea1e1ce783e,2023-11-15 13:08:42.924813
nox,FALSE,FALSE,constant,1990,2021,emep23/un,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,TRUE,Germany,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,32,17,unit_id + year,48,24,24,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00275221382355736,-3.6087428225685665,0.01165287536811886,0.00760297148644193,-15.316436672309983,-27.256382395906975,-1.4166997178405194,0.03203525443237054,"-15.32 [-27.26, -1.42]",-5333230.960390654,74.00193431197943,NA,-17.2,-3.4000000000000004,31024177.44752847,158409436.75669476,766d22d9-289d-4c10-8eeb-9d741b8334f3,2023-11-15 13:13:10.114656
