pollutant,per_capita_emissions,per_capita_gdp,gdp,year_first,year_last,main_data,include_1a2,include_bio,include_uk,include_aviation,balanced_panel,gaps_in_years,damage_est_source,scp,time_var_damages,ets_start_year,treatment_timing,ensure_common,unit_of_analysis,donor_countries,donor_sectors,treat_countries,treat_sectors,leave_one_out,country_to_leave_out,covariates,min_t0,inference,alpha,estimator,cv,r,em,criterion,n_problematic_units,y,d,samet0,n_t,n_t_post,index,n,ntr,nco,id_tr,id_co,n_removed,r_cv,sigma2,ic,pc,mspe,country,eff_c,eff_c_mon,eff_per_tr_c,eff_per_tot_c,emissions_tr_c,emissions_tot_c,spec_id,date_time
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Hungary,-203848.16736177108,2.828521547774522,-37.6,-10.5,542372.5718858759,1944034.299694,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Ireland,-164115.71342947436,2.277208756749961,-74.3,-12.6,220734.19184220544,1300763.395184,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Italy,-951170.2687483672,13.19808578893208,-29.9,-7.3,3177027.6637173686,12976891.361995,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Latvia,-246342.4376899378,3.4181562785438313,-353,-49.2,69786.48742950046,501067.0345591175,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Lithuania,-337388.6606749085,4.681479892827004,-254.6,-47.8,132499.13656822345,705221.3400120001,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Luxembourg,-231724.49296922595,3.2153231004886607,-371.4,-46.7,62395.54038629813,495787.0016072983,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Malta,-142104.6683655664,1.9717916609866784,-171.4,-117.9,82919.47722100002,120544.51695000002,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Netherlands,-517536.3719931653,7.18114270481416,-49.2,-11.5,1052484.1562750835,4516974.562934999,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Poland,-1019159.2468649988,14.141475627079467,-26.700000000000003,-10.1,3823356.651969882,10079596.552526005,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Portugal,135535.8658820988,-1.8806453945864077,14.4,5.5,940352.440839732,2462387.8580150004,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Slovakia,-351668.69554208417,4.879624359110553,-65.5,-29.7,537018.4805428629,1183899.7338779997,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
nox,FALSE,FALSE,constant,1990,2018,edgar,emep21+23/un,yes,TRUE,control,FALSE,interpolate,uba_eu_27,13875.629025178923,FALSE,2005,common,TRUE,country_treat,same_as_treat,all_available,eu25_countries,ets_sectors,FALSE,NA,log_gdp + log_gdp_2,7,parametric,0.05,ife,TRUE,0,FALSE,mspe,0,log_emissions,treat_post,TRUE,29,14,unit_id + year,50,25,25,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,Austria + Belgium + Cyprus + Czechia + Denmark + Estonia + Finland + France + Germany + Greece + Hungary + Ireland + Italy + Latvia + Lithuania + Luxembourg + Malta + Netherlands + Poland + Portugal + Slovakia + Slovenia + Spain + Sweden + United Kingdom,0,4,0.00132004658930949,-4.324074642955084,0.00592751072102119,0.00881415920118025,Slovenia,-126299.42193903471,1.75248392492059,-118.5,-22.9,106580.18999489825,551527.7074119999,a9f55ae2-ae9d-4ddc-9e18-81215ef34249,2023-11-29 09:55:31.450287
